date,time,home,away,round
2027-04-27,19:45,Stockport County,Oxford United,
2027-04-27,19:45,Wycombe Wanderers,Bromley,
2027-04-27,19:45,Milton Keynes Dons,Barnsley,
2027-04-27,19:45,Doncaster Rovers,Luton Town,
2027-04-27,19:45,Stevenage,AFC Wimbledon,
2027-04-27,19:45,Notts County,Peterborough United,
2027-04-27,19:45,Mansfield Town,Wigan Athletic,
2027-04-27,19:45,Bradford City,Reading,
2027-04-27,19:45,Huddersfield Town,Burton Albion,
2027-04-27,19:45,Leicester City,Blackpool,
2027-04-27,19:45,Plymouth Argyle,Leyton Orient,
2027-05-01,15:00,Bradford City,Wycombe Wanderers,
2027-05-01,15:00,Notts County,Milton Keynes Dons,
2027-05-01,15:00,Blackpool,Stevenage,
2027-05-01,15:00,Reading,Sheffield Wednesday,
2027-05-01,15:00,Barnsley,AFC Wimbledon,
2027-05-01,15:00,Mansfield Town,Leicester City,
2027-05-01,15:00,Cambridge United,Luton Town,
2027-05-01,15:00,Leyton Orient,Stockport County,
2027-05-01,15:00,Burton Albion,Bromley,
2027-05-01,15:00,Plymouth Argyle,Wigan Athletic,
2027-05-01,15:00,Oxford United,Peterborough United,
2027-05-01,15:00,Huddersfield Town,Doncaster Rovers,
2027-05-08,12:30,Doncaster Rovers,Reading,
2027-05-08,12:30,Leicester City,Cambridge United,
2027-05-08,12:30,Peterborough United,Leyton Orient,
2027-05-08,12:30,Milton Keynes Dons,Bradford City,
2027-05-08,12:30,Sheffield Wednesday,Oxford United,
2027-05-08,12:30,Wigan Athletic,Burton Albion,
2027-05-08,12:30,Wycombe Wanderers,Barnsley,
2027-05-08,12:30,Bromley,Plymouth Argyle,
2027-05-08,12:30,Stockport County,Mansfield Town,
2027-05-08,12:30,AFC Wimbledon,Notts County,
2027-05-08,12:30,Stevenage,Huddersfield Town,
2027-05-08,12:30,Luton Town,Blackpool,
